"","x"
"4340","Club de Aritistas, Ciudad de Buenos Aires"
"4341","Jesica Cocina Mix, Ciudad de Buenos Aires"
"4342","Heladeria Montego, Ciudad de Buenos Aires"
"4343","Parrilla-Privada, Ciudad de Buenos Aires"
"4344","Biutiful Wanama, Ciudad de Buenos Aires"
"4345","Fuego Buenos Aires, Ciudad de Buenos Aires"
"4346","Casa Andina, Ciudad de Buenos Aires"
"4347","El Cantones, Ciudad de Buenos Aires"
"4348","Los Tres Chiflados, Ciudad de Buenos Aires"
"4349","Panchosky, Ciudad de Buenos Aires"
"4350","Kaeshi, Ciudad de Buenos Aires"
"4351","Tebys Pizza, Ciudad de Buenos Aires"
"4352","LA PECERA, Ciudad de Buenos Aires"
"4353","Sabores Del Este, Ciudad de Buenos Aires"
"4354","Parrilla la Rosalia, Ciudad de Buenos Aires"
"4355","Giulia, Ciudad de Buenos Aires"
"4356","Heladeria Shaba, Ciudad de Buenos Aires"
"4357","wafflemania corrientes, Ciudad de Buenos Aires"
"4358","BAGreen, Ciudad de Buenos Aires"
"4359","El Club Colombia, Ciudad de Buenos Aires"
"4360","Los Troncos, Ciudad de Buenos Aires"
"4361","Sazon, Ciudad de Buenos Aires"
"4362","Jigger, Ciudad de Buenos Aires"
"4363","Esquina de Campo, Ciudad de Buenos Aires"
"4364","Rex, Ciudad de Buenos Aires"
"4365","Salsa Mía, Ciudad de Buenos Aires"
"4366","Machado, Ciudad de Buenos Aires"
"4367","Kala's, Ciudad de Buenos Aires"
"4368","Carri, Ciudad de Buenos Aires"
"4369","Sasha Pasteles, Ciudad de Buenos Aires"
"4370","Havanna Café, Ciudad de Buenos Aires"
"4371","Argentano Resto, Ciudad de Buenos Aires"
"4372","Kismet, Ciudad de Buenos Aires"
"4373","Pizzería Mi Taragüí, Ciudad de Buenos Aires"
"4374","La Casona del Rock, Ciudad de Buenos Aires"
"4375","Bar de Ideas, Ciudad de Buenos Aires"
"4376","La Fonda de Florida, Ciudad de Buenos Aires"
"4377","PARRILLA EL BETO, Ciudad de Buenos Aires"
"4378","Tiger Lily, Ciudad de Buenos Aires"
"4379","Heladería Italia, Ciudad de Buenos Aires"
"4380","La Siembra, Ciudad de Buenos Aires"
"4381","Pa' Chichiriviche, Ciudad de Buenos Aires"
"4382","Larco Mar, Ciudad de Buenos Aires"
"4383","El bodegón de Almagro, Ciudad de Buenos Aires"
"4384","La Barra Parador, Ciudad de Buenos Aires"
"4385","El Codo De Oro, Ciudad de Buenos Aires"
"4386","Serena Resto - Bar, Ciudad de Buenos Aires"
"4387","Crtti, Ciudad de Buenos Aires"
"4388","Restaurante ShoGun, Ciudad de Buenos Aires"
"4389","A'nonna Immacolata, Ciudad de Buenos Aires"
"4390","Rabia Bar, Ciudad de Buenos Aires"
"4391","Žuti, Ciudad de Buenos Aires"
"4392","Pablo's, Ciudad de Buenos Aires"
"4393","Tago Mago, Ciudad de Buenos Aires"
"4394","Reina Mina, Ciudad de Buenos Aires"
"4395","The Brothers Club, Ciudad de Buenos Aires"
"4396","El Parrillon, Ciudad de Buenos Aires"
"4397","Estacion Arcos Burger Bar, Ciudad de Buenos Aires"
"4398","Lo De Ansis Club, Ciudad de Buenos Aires"
"4399","Chacaito - Caribbean Food Station, Ciudad de Buenos Aires"
"4400","Guacamole, Ciudad de Buenos Aires"
"4401","Hawaiian Love, Ciudad de Buenos Aires"
"4402","Harper's, Ciudad de Buenos Aires"
"4403","Jie Yo, Ciudad de Buenos Aires"
"4404","Ranqueles Pampas, Ciudad de Buenos Aires"
"4405","Ohlala, Ciudad de Buenos Aires"
"4406","Cafetería Suculentas, Ciudad de Buenos Aires"
"4407","New Port, Ciudad de Buenos Aires"
"4408","Familia Massey, Ciudad de Buenos Aires"
"4409","La Reja, Ciudad de Buenos Aires"
"4410","La Cantina China, Ciudad de Buenos Aires"
"4411","Punta Serrano, Ciudad de Buenos Aires"
"4412","Campo Alto Nordelta, Ciudad de Buenos Aires"
"4413","Sol Grace, Ciudad de Buenos Aires"
"4414","Azul Marino, Ciudad de Buenos Aires"
"4415","Nuevo Candilejas, Ciudad de Buenos Aires"
"4416","Pri-Bel, Ciudad de Buenos Aires"
"4417","En Terapia, Ciudad de Buenos Aires"
"4418","Champs Elysees, Ciudad de Buenos Aires"
"4419","Inoue Restó Japones, Ciudad de Buenos Aires"
"4420","Mundo Redondo, Ciudad de Buenos Aires"
"4421","La Ruedita Pizzeria, Ciudad de Buenos Aires"
"4422","Manos Peruanas, Ciudad de Buenos Aires"
"4423","La Caña vermutería, Ciudad de Buenos Aires"
"4424","Bonafide Cafe, Ciudad de Buenos Aires"
"4425","La Tranquerita, Ciudad de Buenos Aires"
"4426","Pizza Free, Ciudad de Buenos Aires"
"4427","Angelus, Ciudad de Buenos Aires"
"4428","Pizzeria Podesta, Ciudad de Buenos Aires"
"4429","La Birra Bar - San Telmo, Ciudad de Buenos Aires"
"4430","Va Pizza, Ciudad de Buenos Aires"
"4431","Chino Central Restaurant, Ciudad de Buenos Aires"
"4432","Vintage Bar, Ciudad de Buenos Aires"
"4433","El Pollo Gomez, Ciudad de Buenos Aires"
"4434","La Blanquita, Ciudad de Buenos Aires"
"4435","Quintana 420, Ciudad de Buenos Aires"
"4436","PIZZERIA LA TIENDITA, Ciudad de Buenos Aires"
"4437","La Pinocha Chocolates Palermo Soho, Ciudad de Buenos Aires"
"4438","La Pepa, Ciudad de Buenos Aires"
"4439","Roma Bar - Café, Ciudad de Buenos Aires"
"4440","La Celeste, Ciudad de Buenos Aires"
"4441","Isis, Ciudad de Buenos Aires"
"4442","Club de la Milanesa, Ciudad de Buenos Aires"
"4443","Madero Sur, Ciudad de Buenos Aires"
"4444","Buenos Aires Bakery, Ciudad de Buenos Aires"
"4445","Jerome Beer Stop Palermo Soho, Ciudad de Buenos Aires"
"4446","Kentucky Pizzeria, Ciudad de Buenos Aires"
"4447","cafe Flora, Belgrano, CABA, Ciudad de Buenos Aires"
"4448","Atelier Art Café, Ciudad de Buenos Aires"
"4449","Bar Y Cafe Cristobal, Ciudad de Buenos Aires"
"4450","LA FAROLA DE COLEGIALES, Ciudad de Buenos Aires"
"4451","King Town, Ciudad de Buenos Aires"
"4452","Don Blanco Pastelería, Ciudad de Buenos Aires"
"4453","Confiteria La Renaciente, Ciudad de Buenos Aires"
"4454","Laureana Recoleta Restaurante, Ciudad de Buenos Aires"
"4455","Sablee Pasteleria Vegana, Ciudad de Buenos Aires"
"4456","Espacio Dada, Ciudad de Buenos Aires"
"4457","La Polola, Ciudad de Buenos Aires"
"4458","Llevo Todo, Ciudad de Buenos Aires"
"4459","Pentos, Ciudad de Buenos Aires"
"4460","El Boleo, Ciudad de Buenos Aires"
"4461","Parrrilla Diva, Ciudad de Buenos Aires"
"4462","Cantina Italiana A'Nonna Angiulina, Ciudad de Buenos Aires"
"4463","Aroha Cervecería, Ciudad de Buenos Aires"
"4464","Weekends Bar, Ciudad de Buenos Aires"
"4465","Todo Mundo, Ciudad de Buenos Aires"
"4466","Arenales Resto Bar, Ciudad de Buenos Aires"
"4467","Bar Oviedo, Ciudad de Buenos Aires"
"4468","Don, Ciudad de Buenos Aires"
"4469","Cafe Savoy, Ciudad de Buenos Aires"
"4470","Pottery Coffee &amp; Deli, Ciudad de Buenos Aires"
"4471","El Kuko, Ciudad de Buenos Aires"
"4472","La Fonda Patagónica, Ciudad de Buenos Aires"
"4473","A Los Medanos Restobar, Ciudad de Buenos Aires"
"4474","Pizzerìa Augusto, Ciudad de Buenos Aires"
"4475","Condor Clift, Ciudad de Buenos Aires"
"4476","Alvarez, Ciudad de Buenos Aires"
"4477","La Vaca Alegre, Ciudad de Buenos Aires"
"4478","Ticino, Ciudad de Buenos Aires"
"4479","Homero's Beer &amp; Burgers, Ciudad de Buenos Aires"
"4480","LA CAMORRA, Ciudad de Buenos Aires"
"4481","Godog, Ciudad de Buenos Aires"
"4482","Crunchis, Ciudad de Buenos Aires"
"4483","Ritorno, Ciudad de Buenos Aires"
"4484","La Auténtica Despensa, Ciudad de Buenos Aires"
"4485","Mistica, Ciudad de Buenos Aires"
"4486","La Fonda, Ciudad de Buenos Aires"
"4487","Eureka, Ciudad de Buenos Aires"
"4488","Kikamora Helados, Ciudad de Buenos Aires"
"4489","The Board Game Café, Ciudad de Buenos Aires"
"4490","Club Social Central Argentino, Ciudad de Buenos Aires"
"4491","Amelia Café, Ciudad de Buenos Aires"
"4492","BarTolo Bar, Ciudad de Buenos Aires"
"4493","La Napolitana, Ciudad de Buenos Aires"
"4494","Angus Las Cañitas, Ciudad de Buenos Aires"
"4495","La Vicca Tienda De Pizza, Ciudad de Buenos Aires"
"4496","Bierbank, Ciudad de Buenos Aires"
"4497","Tutto Ardenti, Ciudad de Buenos Aires"
"4498","La Vuelta, Ciudad de Buenos Aires"
"4499","NH Latino Restaurant, Ciudad de Buenos Aires"
"4500","Los Fabulosos, Ciudad de Buenos Aires"
"4501","Eros Cafeterìa, Ciudad de Buenos Aires"
"4502","Pizza Boom, Ciudad de Buenos Aires"
"4503","Cleva SRL, Ciudad de Buenos Aires"
"4504","Yuan Da, Ciudad de Buenos Aires"
"4505","Anamora, Ciudad de Buenos Aires"
"4506","Divercity, Ciudad de Buenos Aires"
"4507","Perte Caballito, Ciudad de Buenos Aires"
"4508","Estación de Café, Ciudad de Buenos Aires"
"4509","Pizza Ranch, Ciudad de Buenos Aires"
"4510","Heladerìa La Scala, Ciudad de Buenos Aires"
"4511","Woilap, Ciudad de Buenos Aires"
"4512","PARADOS Urban Food, Ciudad de Buenos Aires"
"4513","Heladería Saverio, Ciudad de Buenos Aires"
"4514","Lorenzo cafe, Ciudad de Buenos Aires"
"4515","Faro de Ons, Ciudad de Buenos Aires"
"4516","Zomma, Ciudad de Buenos Aires"
"4517","Panadería Italiana La Pompeya, Ciudad de Buenos Aires"
"4518","Pescadito Cocina De Mar, Ciudad de Buenos Aires"
"4519","Estancia Santa Tecla, Ciudad de Buenos Aires"
"4520","Dorotea parrilla coreana, Ciudad de Buenos Aires"
"4521","NINAS Real Food, Ciudad de Buenos Aires"
"4522","Destino Reto, Ciudad de Buenos Aires"
"4523","Pizzerissima, Ciudad de Buenos Aires"
"4524","Catanzaro, Ciudad de Buenos Aires"
"4525","El Boliche de Roberto, Carnicería, Ciudad de Buenos Aires"
"4526","Osky's, Ciudad de Buenos Aires"
"4527","Fábrica de Pizzas, Ciudad de Buenos Aires"
"4528","Narra Sushi Bar, Ciudad de Buenos Aires"
"4529","Juannas, Ciudad de Buenos Aires"
"4530","Central Pan, Ciudad de Buenos Aires"
"4531","Las valerianas, Ciudad de Buenos Aires"
"4532","Bar Libertador, Ciudad de Buenos Aires"
"4533","Shanghai Ting’s, Ciudad de Buenos Aires"
"4534","Sushi Unico, Ciudad de Buenos Aires"
"4535","Gigi &amp; Pappy, Ciudad de Buenos Aires"
"4536","Empanadas Don Antonio, Ciudad de Buenos Aires"
"4537","Espacio Amarelo, Ciudad de Buenos Aires"
"4538","La Casona de Flores, Ciudad de Buenos Aires"
"4539","Manso Fresh Food &amp; Coffee, Ciudad de Buenos Aires"
"4540","En Ayunas, Ciudad de Buenos Aires"
"4541","Crisologo Parrilla, Ciudad de Buenos Aires"
"4542","El Pasaje, Ciudad de Buenos Aires"
"4543","Picar Es Humano &amp; Beber Es Divino, Ciudad de Buenos Aires"
"4544","Pizza Lo+Hot, Ciudad de Buenos Aires"
"4545","Los Caminos del Vino, Ciudad de Buenos Aires"
"4546","Parrilla Juan S, Ciudad de Buenos Aires"
"4547","Cambalache Almacen De Pizzas, Ciudad de Buenos Aires"
"4548","Piccolo Caffe, Ciudad de Buenos Aires"
"4549","El Bodegon De Olivera, Ciudad de Buenos Aires"
"4550","Old Beijing, Ciudad de Buenos Aires"
"4551","Negroni Villa Luro, Ciudad de Buenos Aires"
"4552","SUBWAY RESTAURANT, Ciudad de Buenos Aires"
"4553","Williamsburg Burger Bar - Infanta, Ciudad de Buenos Aires"
"4554","Librería Bar Restaurante Caras y Caretas, Ciudad de Buenos Aires"
"4555","Filippa Pizzerias, Ciudad de Buenos Aires"
"4556","Baum Caballito, Ciudad de Buenos Aires"
"4557","The Factory, Ciudad de Buenos Aires"
"4558","El Mono Gourmet, Ciudad de Buenos Aires"
"4559","Deluca, Ciudad de Buenos Aires"
"4560","Tacos &amp; Burros, Ciudad de Buenos Aires"
"4561","Inka Si Senor II, Ciudad de Buenos Aires"
"4562","Sensu, Ciudad de Buenos Aires"
"4563","Mr. Pollo, Ciudad de Buenos Aires"
"4564","Pichiklin, Ciudad de Buenos Aires"
"4565","Kenis Bar-Karaoke, Ciudad de Buenos Aires"
"4566","TGI Fridays, Ciudad de Buenos Aires"
"4567","Tomato Pizza Bar &amp; Comidas, Ciudad de Buenos Aires"
"4568","San Ceferino - Pizzeria Rotiseria, Ciudad de Buenos Aires"
"4569","Cafe Pizza Podesta, Ciudad de Buenos Aires"
"4570","Mc Cafe, Ciudad de Buenos Aires"
"4571","Muu Lecheria, Ciudad de Buenos Aires"
"4572","Cantobar Palermo, Ciudad de Buenos Aires"
"4573","Aznar Cafe, Ciudad de Buenos Aires"
"4574","La Nova Viola, Ciudad de Buenos Aires"
"4575","Whoopies, Ciudad de Buenos Aires"
"4576","Nosse, Ciudad de Buenos Aires"
"4577","Tequila, Ciudad de Buenos Aires"
"4578","La Corona, Ciudad de Buenos Aires"
"4579","Chenoe, Ciudad de Buenos Aires"
"4580","Chapados Bar, Ciudad de Buenos Aires"
"4581","Restaurant Graf- Zeppelin - Ciudad Jardin, Ciudad de Buenos Aires"
"4582","Restaurante El Italiano, Ciudad de Buenos Aires"
"4583","Argentinean Brasas, Ciudad de Buenos Aires"
"4584","Pizzería Podestá, Ciudad de Buenos Aires"
"4585","Paul &amp; Linda, Ciudad de Buenos Aires"
"4586","Ruano Beer House, Ciudad de Buenos Aires"
"4587","Taberna de Odin, Ciudad de Buenos Aires"
"4588","La Farola de Villa Crespo, Ciudad de Buenos Aires"
"4589","Fly Taco, Ciudad de Buenos Aires"
"4590","Giova, Ciudad de Buenos Aires"
"4591","Magic Dragon, Ciudad de Buenos Aires"
"4592","El viejo pampa, Ciudad de Buenos Aires"
"4593","Alimentos para Vivir Mejor, Ciudad de Buenos Aires"
"4594","Plaza Café, Ciudad de Buenos Aires"
"4595","Maleva Resto Bar Open 24 Horas, Ciudad de Buenos Aires"
"4596","La Birrería, Ciudad de Buenos Aires"
"4597","Shukran, Ciudad de Buenos Aires"
"4598","Plaza Del Carmen, Ciudad de Buenos Aires"
"4599","Marino, Ciudad de Buenos Aires"
"4600","Restaurante El Vencedor, Ciudad de Buenos Aires"
"4601","Atilano Parque, Ciudad de Buenos Aires"
"4602","Piacere Restaurant, Ciudad de Buenos Aires"
"4603","Ardoino, Ciudad de Buenos Aires"
"4604","Ker Recoleta, Ciudad de Buenos Aires"
"4605","El Gran Senor, Ciudad de Buenos Aires"
"4606","Compania De Pan, Ciudad de Buenos Aires"
"4607","La Ro, Ciudad de Buenos Aires"
"4608","Zas, Ciudad de Buenos Aires"
"4609","Heisenburguer, Ciudad de Buenos Aires"
"4610","Deli's Tea House, Ciudad de Buenos Aires"
"4611","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires"
"4612","Burra, Ciudad de Buenos Aires"
"4613","La Dolfina Polo Bar, Ciudad de Buenos Aires"
"4614","Empanadas Salteñas en Belgrano R, Ciudad de Buenos Aires"
"4615","Campos de Patagonia, Ciudad de Buenos Aires"
"4616","Lucciano`s Alto Palermo, Ciudad de Buenos Aires"
"4617","Windows Bar Restaurante, Ciudad de Buenos Aires"
"4618","Restaurante Puerto Bambu, Ciudad de Buenos Aires"
"4619","La Sherezahada, Ciudad de Buenos Aires"
"4620","Zapi, Ciudad de Buenos Aires"
"4621","Del Carmen, Ciudad de Buenos Aires"
"4622","Mauro.it Ristorantino Italiano, Ciudad de Buenos Aires"
"4623","La Verduleria, Ciudad de Buenos Aires"
"4624","Chungo- Showcase Cinemas, Ciudad de Buenos Aires"
"4625","Luna Pampa, Ciudad de Buenos Aires"
"4626","Toro Pampa, Ciudad de Buenos Aires"
"4627","Fabric, Ciudad de Buenos Aires"
"4628","La Chacra, Ciudad de Buenos Aires"
"4629","Maldita Malta Bar, Ciudad de Buenos Aires"
"4630","El Cholo De San Telmo, Ciudad de Buenos Aires"
"4631","D&amp;H Restaurante Chino, Ciudad de Buenos Aires"
"4632","Alcalá, Ciudad de Buenos Aires"
"4633","Magic Dragon, Ciudad de Buenos Aires"
"4634","El Rincon de los Amigos, Ciudad de Buenos Aires"
"4635","Seb'on, Ciudad de Buenos Aires"
"4636","Nucky J., Ciudad de Buenos Aires"
"4637","Wasabi's Sushi &amp; Lounge, Ciudad de Buenos Aires"
"4638","Negro, Ciudad de Buenos Aires"
"4639","Sushi-Pop, Ciudad de Buenos Aires"
"4640","Marco Pollo, Ciudad de Buenos Aires"
"4641","Los Catalanes, Ciudad de Buenos Aires"
"4642","Vita Giorno, Ciudad de Buenos Aires"
"4643","Kainos, Ciudad de Buenos Aires"
"4644","Matame Si Puedes, Ciudad de Buenos Aires"
"4645","Fredy Parrilla, Ciudad de Buenos Aires"
"4646","Negro el 11, Ciudad de Buenos Aires"
"4647","Atalaya, Ciudad de Buenos Aires"
"4648","Amazonia Brasas, Ciudad de Buenos Aires"
"4649","Helguera Bistro, Ciudad de Buenos Aires"
"4650","Sei Tu Juan B Justo, Ciudad de Buenos Aires"
"4651","Floyd Heladerias, Ciudad de Buenos Aires"
"4652","Almacen de Campo, Ciudad de Buenos Aires"
"4653","Delywok, Ciudad de Buenos Aires"
"4654","Medio y Medio, Ciudad de Buenos Aires"
"4655","Mitzva, Ciudad de Buenos Aires"
"4656","Pizzería Café Borgia, Ciudad de Buenos Aires"
"4657","Merci, Ciudad de Buenos Aires"
"4658","Sifon Sodería, Ciudad de Buenos Aires"
"4659","Batacazo Burger, Ciudad de Buenos Aires"
"4660","Fabric Sushi - Nuñez, Ciudad de Buenos Aires"
"4661","El Antojo Nuñez, Ciudad de Buenos Aires"
"4662","PIZZERIA DON BENITO, Ciudad de Buenos Aires"
"4663","Bar Geronimo, Ciudad de Buenos Aires"
"4664","Fabric Sushi - Caballito 2, Ciudad de Buenos Aires"
"4665","Wendy’s, Ciudad de Buenos Aires"
"4666","Pizza Alla Pala, Ciudad de Buenos Aires"
"4667","Muu Lecheria Canning, Ciudad de Buenos Aires"
"4668","Bitácora Experience, Ciudad de Buenos Aires"
"4669","Whoopies, Ciudad de Buenos Aires"
"4670","Restaurante San Patricio, Ciudad de Buenos Aires"
"4671","TGI Friday's, Ciudad de Buenos Aires"
"4672","Burger Club, Ciudad de Buenos Aires"
"4673","Fresco Bellini, Ciudad de Buenos Aires"
"4674","Gula Gourmet Devoto, Ciudad de Buenos Aires"
"4675","El Padrino, Ciudad de Buenos Aires"
"4676","Café Càdiz, Ciudad de Buenos Aires"
"4677","Cerveceria Daisy Duke, Ciudad de Buenos Aires"
"4678","Soleada, Ciudad de Buenos Aires"
"4679","DK Beer, Ciudad de Buenos Aires"
"4680","Cervelar Devoto, Ciudad de Buenos Aires"
"4681","Madrilia, Ciudad de Buenos Aires"
"4682","Milanga Caballito, Ciudad de Buenos Aires"
"4683","Le Rêve, Ciudad de Buenos Aires"
"4684","Post Street Bar, Ciudad de Buenos Aires"
"4685","CRIMSON Street Food, Ciudad de Buenos Aires"
"4686","Celtic Pub, Ciudad de Buenos Aires"
"4687","Sensu, Ciudad de Buenos Aires"
"4688","Paulis Fast Good &amp; Café, Ciudad de Buenos Aires"
"4689","Futu Sushi, Ciudad de Buenos Aires"
"4690","Chioco, Ciudad de Buenos Aires"
"4691","Brujas disco, Ciudad de Buenos Aires"
"4692","Deniro Boedo, Ciudad de Buenos Aires"
"4693","Orange Madero, Ciudad de Buenos Aires"
"4694","Sextopiso, Ciudad de Buenos Aires"
"4695","Tiendas Naturales, Ciudad de Buenos Aires"
"4696","Pizzeria &amp; Cafeteria Maricel, Ciudad de Buenos Aires"
"4697","Banchero Tito, Ciudad de Buenos Aires"
"4698","Cervecería Alvarez, Ciudad de Buenos Aires"
"4699","Cumaco, Ciudad de Buenos Aires"
"4700","Parrilla los Talleres, Ciudad de Buenos Aires"
"4701","Decata Cabello, Ciudad de Buenos Aires"
"4702","Soler Vino Pizza, Ciudad de Buenos Aires"
"4703","Touch Resto Bar, Ciudad de Buenos Aires"
"4704","La Caraqueña, Ciudad de Buenos Aires"
"4705","Las Brasitas, Ciudad de Buenos Aires"
"4706","Lusitano, Ciudad de Buenos Aires"
"4707","A. J. Dulcinea, Ciudad de Buenos Aires"
"4708","Bambu Food, Ciudad de Buenos Aires"
"4709","Mc Nor, Ciudad de Buenos Aires"
"4710","Restaurante Mora Cocina Fusion Bar, Ciudad de Buenos Aires"
"4711","Los Buenos Amigos Del Once, Ciudad de Buenos Aires"
"4712","Salvador Grill Bar, Ciudad de Buenos Aires"
"4713","Piacere Zencity, Ciudad de Buenos Aires"
"4714","Pizzeria Catania, Ciudad de Buenos Aires"
"4715","Sushi Urbano, Ciudad de Buenos Aires"
"4716","Kronopios, Ciudad de Buenos Aires"
"4717","A Fuego Lento, Ciudad de Buenos Aires"
"4718","Gran Galpón, Ciudad de Buenos Aires"
"4719","Cartagena Bar, Ciudad de Buenos Aires"
"4720","Nucha Bar, Ciudad de Buenos Aires"
"4721","Tehani Laboratorio de Té, Ciudad de Buenos Aires"
"4722","Parrilla La Luli, Ciudad de Buenos Aires"
"4723","Monday Como &amp; Sigo, Ciudad de Buenos Aires"
"4724","La Madeleine, Ciudad de Buenos Aires"
"4725","La Churrasquita Restaurant &amp; Parrilla, Ciudad de Buenos Aires"
"4726","Le Petit Marcel, Ciudad de Buenos Aires"
"4727","Nelson Resto Bar, Ciudad de Buenos Aires"
"4728","DBox Cervecería Artesanal, Ciudad de Buenos Aires"
"4729","Cafe Martinez Expresso, Ciudad de Buenos Aires"
"4730","Pink Tomato, Ciudad de Buenos Aires"
"4731","Punta Recoleta, Ciudad de Buenos Aires"
"4732","QUATTRO ESTACIONES RESTO, Ciudad de Buenos Aires"
"4733","Grill Air SA, Ciudad de Buenos Aires"
"4734","Tagliata Pizza e Cucina, Ciudad de Buenos Aires"
"4735","Aldo's Wine Bar, Ciudad de Buenos Aires"
"4736","Los Palitos, Ciudad de Buenos Aires"
"4737","Pizza Alla Pala Pueyrredón, Ciudad de Buenos Aires"
"4738","Parrilla Y Tenedor Libre King Kirin, Ciudad de Buenos Aires"
"4739","Harlem Pizza, Ciudad de Buenos Aires"
"4740","Fabric Sushi - Belgrano, Ciudad de Buenos Aires"
"4741","Vera Cruz, Ciudad de Buenos Aires"
"4742","Fiii Fun House, Ciudad de Buenos Aires"
"4743","Don Barili, Ciudad de Buenos Aires"
"4744","Café Del Golf, Ciudad de Buenos Aires"
"4745","Reggina Ristorante - Sala da te - Rivera Indarte, 32 Flores, Ciudad de Buenos Aires"
"4746","La Veneciana, Ciudad de Buenos Aires"
"4747","La Marilyn Mansion, Ciudad de Buenos Aires"
"4748","Gastropub at El Alamo, Ciudad de Buenos Aires"
"4749","Sushi Night, Ciudad de Buenos Aires"
"4750","El Cocacolero, Ciudad de Buenos Aires"
"4751","El Viejo Almacén Restaurant, Ciudad de Buenos Aires"
"4752","El Halcón Restaurante, Ciudad de Buenos Aires"
"4753","Peña Los Cardones, Ciudad de Buenos Aires"
"4754","Muu Lecheria Madero, Ciudad de Buenos Aires"
"4755","Bar de Fondo Cultural, Ciudad de Buenos Aires"
"4756","Campo Porteño 8, Ciudad de Buenos Aires"
"4757","La Bohemia, Ciudad de Buenos Aires"
"4758","Muu Lecheria, Ciudad de Buenos Aires"
"4759","Rosendo Grill, Ciudad de Buenos Aires"
"4760","Keller's Cafe, Ciudad de Buenos Aires"
"4761","Don Genaro, Ciudad de Buenos Aires"
"4762","Tres Quarts, Ciudad de Buenos Aires"
"4763","Arribos S.A, Ciudad de Buenos Aires"
"4764","Venecia, Ciudad de Buenos Aires"
"4765","Maricel Pizzeria, Ciudad de Buenos Aires"
"4766","Cutter's, Ciudad de Buenos Aires"
"4767","Kuro Bar, Ciudad de Buenos Aires"
"4768","Falucho, Ciudad de Buenos Aires"
"4769","RESTO THIAGO, Ciudad de Buenos Aires"
"4770","El Nuevo Arbolito, Ciudad de Buenos Aires"
"4771","LUNA DE LA RIVERA, Ciudad de Buenos Aires"
"4772","Estación Sur, Ciudad de Buenos Aires"
"4773","Vittorio Constituyentes, Ciudad de Buenos Aires"
"4774","La Tranquera, Ciudad de Buenos Aires"
"4775","Bubba´s Hot Dog´s, Ciudad de Buenos Aires"
"4776","Poke Sushi Burritos &amp; Poke Salads, Ciudad de Buenos Aires"
"4777","Posta Del Este, Ciudad de Buenos Aires"
"4778","La Nueva Generación Carlitos, Ciudad de Buenos Aires"
"4779","Cervecería 3Diez, Ciudad de Buenos Aires"
"4780","El Sueño Panaderia Confitería y Bar, Ciudad de Buenos Aires"
"4781","The Black Lion, Ciudad de Buenos Aires"
"4782","The Beer Spot, Ciudad de Buenos Aires"
"4783","Ohana, Ciudad de Buenos Aires"
"4784","La Milanga, Ciudad de Buenos Aires"
"4785","Pizzería La Camorra, Ciudad de Buenos Aires"
"4786","Fabric Sushi- Puerto Madero, Ciudad de Buenos Aires"
"4787","Pizzería Imperio, Ciudad de Buenos Aires"
"4788","Tacc Out, Ciudad de Buenos Aires"
"4789","La Banderita Grill, Ciudad de Buenos Aires"
"4790","Naranjo Bar, Ciudad de Buenos Aires"
"4791","Macondo Bar, Ciudad de Buenos Aires"
"4792","Puerto Lopez Almagro, Ciudad de Buenos Aires"
"4793","Porco, Ciudad de Buenos Aires"
"4794","Pani Nuñez, Ciudad de Buenos Aires"
"4795","Casa Vecchia, Ciudad de Buenos Aires"
"4796","Al Shark, Ciudad de Buenos Aires"
"4797","Accademia della Pizza, Ciudad de Buenos Aires"
"4798","El Caburé, Ciudad de Buenos Aires"
"4799","Fabric Sushi - Villa Urquiza, Ciudad de Buenos Aires"
"4800","Romamor, Ciudad de Buenos Aires"
"4801","El Bar de Timbre, Ciudad de Buenos Aires"
"4802","Sabor Gourmet, Ciudad de Buenos Aires"
"4803","Bar Bull Resto-Pub, Ciudad de Buenos Aires"
"4804","Lumpen Bar, Ciudad de Buenos Aires"
"4805","HE PANCHORNO, Ciudad de Buenos Aires"
"4806","La Farola de Palermo, Ciudad de Buenos Aires"
"4807","Tangobar, Ciudad de Buenos Aires"
"4808","tregoria helados, Ciudad de Buenos Aires"
"4809","Malefica Grill &amp; Bar, Ciudad de Buenos Aires"
"4810","Cervecería Chapultepec - Buenos Aires, Ciudad de Buenos Aires"
"4811","The Coffee Store, Ciudad de Buenos Aires"
"4812","Qustom, Ciudad de Buenos Aires"
"4813","The City Bar, Ciudad de Buenos Aires"
"4814","Lo de Carlitos - El Sabor Original - Belgrano, Ciudad de Buenos Aires"
"4815","Estacion 333, Ciudad de Buenos Aires"
"4816","Clasico Fernandez, Ciudad de Buenos Aires"
"4817","Williamsburg Alto Palermo, Ciudad de Buenos Aires"
"4818","Burza Compañia Cervecera, Ciudad de Buenos Aires"
"4819","Bulldog Bar &amp; Grill, Ciudad de Buenos Aires"
"4820","Madagascar Resto Bar, Ciudad de Buenos Aires"
"4821","Caffe Los Molinos, Ciudad de Buenos Aires"
"4822","Remember, Ciudad de Buenos Aires"
"4823","HELADERIA SORRENTO - HELADOS ARTESANALES, Ciudad de Buenos Aires"
"4824","Cafe Bellini, Ciudad de Buenos Aires"
"4825","La Zoila, Ciudad de Buenos Aires"
"4826","NA, Ciudad de Buenos Aires"
"4827","Parrilla Coronel Dorrego, Ciudad de Buenos Aires"
